id;autorise;gratuit;date_debut;date_fin;service_id;segment_client_id;type_client_id
1ee26883-9a44-4da6-93d3-17d1555f3623;false;false;2026-09-22;2026-09-22;1c343000-cc3d-4c61-af65-ac8e36758da7;9b4b31ac-39d0-48db-9152-e2bb2ef8216c;035fa4ad-c7d6-4ef5-bb4d-d8fd1e898e36
ff9b36b2-fb73-48e7-8cf9-e2cca5cc88e1;true;false;2026-09-22;2026-09-21;3dd85a69-726c-488b-a320-c3550efec798;4a47974f-57e5-4545-bb20-b4fa530aed81;dd591818-4d53-47f8-b9d6-4893632f9b86
3c0bc10f-2f2e-4e48-962f-91c6cbba41cc;true;true;2026-09-21;2026-09-22;9486d915-357a-4ccb-978d-97404a548768;cf066469-4913-4041-804e-213b0e5f4a96;14c4f6ad-d43d-4673-8352-c97bf20ad0f3
38f770c9-1573-4892-8d04-8ad3a39f2466;true;true;2026-09-21;2026-09-21;92f7e527-9c20-48bd-bbd9-28c345acdfa0;a0264777-0890-4efa-8cc2-6765babc8214;a02bbcaf-b6cd-4dd9-a514-be62abf63b72
d704140a-9649-408d-a2a8-c1b676881aa4;true;false;2026-09-22;2026-09-22;f51925b5-996b-4248-84de-ad1147e8d20f;1cc6d53f-da47-4b49-9440-f2166bc9baa8;d3b934a2-2ee2-48dd-9042-b9fb5523b649
df707d05-8866-4775-8f61-87915f800c09;true;false;2026-09-21;2026-09-21;f098ff35-e582-47f2-aa5c-c1b933177266;e431be13-d19c-4d85-a5b6-e3838063dea4;829d4011-e25f-454d-a983-9e96f6c6efb5
33ae37f2-814b-4fbb-b7a4-d58fdb6352c6;false;false;2026-09-21;2026-09-21;80c8d1f4-734b-4340-8e0e-e23ed8a4dbea;5c33c44f-eb8a-4470-a292-e1d7ee24f248;05f326d0-ef17-425a-bfad-07a99a4acc39
b165ebde-13cb-49f9-8d23-383f22caad50;true;true;2026-09-22;2026-09-21;b2d353f9-cd9c-4636-9737-d40be4cb774c;37fe0c38-b705-4d66-b740-64771da1317e;9cee01b0-fb39-4824-a381-145e5d2303dc
554e7b0f-15a0-4f7d-81cf-9610388d6fc5;false;false;2026-09-22;2026-09-22;c455b998-e54f-4c44-b2b9-33ca4b467aa6;8ca2626c-795b-4c1a-862f-2356c1c657f9;7fd991f2-0f22-4cc7-9bb2-fdd49aac4d71
b9899042-711a-4f2f-843d-ad39d2c05364;false;false;2026-09-21;2026-09-21;6ea3b33b-648c-4eb4-b9bd-f10b31de9027;c43a1498-4448-46ae-a6aa-8caf51c2580a;64cc84ff-644e-4d43-a6d0-9f374e7213e9
a1cadccb-adcd-4bd8-b82e-4bbff0882e77;false;false;2026-09-22;2026-09-21;8d566293-f3a1-40c1-a3c5-7542c4f083ec;7468448c-68a2-4d3b-9091-d249db2e458b;b20f1be5-f9fd-41d7-97f3-5267099e3b48
63560847-eb57-4588-b09c-27d97f28d2c3;true;true;2026-09-21;2026-09-21;115f5b61-ff6f-4590-af39-ce22d8ba4540;727b9781-d03b-43a3-af19-046c02b9a2f6;c251fc98-681b-4fd7-bed7-42de92dcd329
d14409aa-c2aa-4ee3-9f33-5e723a2e2803;true;true;2026-09-22;2026-09-21;ec41a651-ec34-42de-9a1a-c24a731cbe16;d2347085-92c8-4de0-8d1e-8272053e4d61;f169f498-2558-4776-81fc-729b3a46fc2a
