id;date_creation;description;client_id;service_id;type_demande_id;statut_id
334d8780-3321-4043-acb4-f7c4340092e2;2026-09-21T21:44:37;jurer;7299d01f-5506-402b-8acd-8ba857288886;26506060-abd6-43c2-88eb-50e1fbc4ff8a;2b34bb2e-7461-49ee-b4fa-c610de0661e6;8e769a2b-2afd-457e-b8dd-859bdcd3f77c
10df3883-7a95-4953-aa67-ce56a10cb48a;2026-09-22T00:53:56;au-dessus de actionnaire membre de l’équipe;531f549f-dd5e-4a33-a840-5323d1ede974;ac1103e6-e518-4599-be0f-a9528e221838;37fefb4d-102d-4424-9958-b2987df7b175;594f83df-0ec8-4e49-b5f3-0e4dceeedbb0
ef29bca6-596e-4731-853c-22818e44095d;2026-09-22T09:04:36;vétuste personnel commis de cuisine;52630815-09b9-4640-b920-94d5bf285feb;903fd36c-37ed-4514-b12d-3e454a87f384;ec3cc630-a176-40be-a2c2-f79b866f2cc7;ddf30d4d-5612-4e2b-bf64-2a62183f133c
a5bf763c-3690-49b6-9c7c-b02a42fd4a09;2026-09-21T19:54:59;pisser entre;71493c5a-1aad-4882-a3bc-f9d03a096195;1c343000-cc3d-4c61-af65-ac8e36758da7;aa8cc35b-08e6-46ac-b880-c7c2829de163;583c4a78-de5e-40c6-bb8a-77550a2d30eb
e2451ed2-e5b9-4a59-b624-15e69bba7627;2026-09-22T06:40:58;derrière de sorte que ha;9188d9bf-b7c1-4404-bf9f-69e243a88f7f;3dd85a69-726c-488b-a320-c3550efec798;b0f23478-0cc2-49a9-ba89-12830b9993fb;930bd798-ceb2-41e7-8013-6c83f3eb0de9
4334e90d-c3d1-45bd-8290-1f455ddf21df;2026-09-22T09:00:02;que;d9eb52ff-c8ed-4592-af08-db22ba168a30;9486d915-357a-4ccb-978d-97404a548768;6220b6f1-f2da-4f5b-bec7-164270ed3869;1b5ac6c3-458f-4678-8fc2-967b3bd7da20
9b1772eb-b078-4556-a68d-1b3c150c3833;2026-09-21T13:11:45;comme entièrement;42afb449-5dff-487a-bffc-d51ea7edc9c6;92f7e527-9c20-48bd-bbd9-28c345acdfa0;4e9f2981-e2a6-4f5e-8d5e-614d18e8ef9e;3a1c6568-703c-427c-af76-20094d50ed8c
3862ea9e-955f-4b31-9c2a-c86e47f886d1;2026-09-21T18:58:06;impromptu arriver;b66c3398-957e-4b38-be4b-cc62554f24fd;f51925b5-996b-4248-84de-ad1147e8d20f;526c61e1-7a78-4cd4-899b-7563e1e6362b;03754159-ff6d-4c0b-ac71-1f3a65c901dc
a7f1d645-6f09-464d-b407-565bcd0f5885;2026-09-21T17:02:58;bien que police;962b5740-6367-4020-9d27-5c13ea1597ba;f098ff35-e582-47f2-aa5c-c1b933177266;39b614ea-3916-4189-a4fd-b51a19623333;61ccea31-de51-4de4-bace-9760ec829c0a
b5644f54-d8dd-4a36-a224-13b83db7e420;2026-09-21T16:10:26;beaucoup plic;b3b024a1-10d1-4809-93cc-ab751ac405cf;80c8d1f4-734b-4340-8e0e-e23ed8a4dbea;59fa84dc-8631-4663-93b5-26c0349eec74;025943ee-da41-48c8-b283-1bb2e3472bc8
57439d89-49d4-490d-999b-9b3ce932d2db;2026-09-21T14:23:13;vroum;9a4a54e3-de0c-465f-9c02-25f0cd9fe835;b2d353f9-cd9c-4636-9737-d40be4cb774c;2b2cba37-3cfd-468a-88e8-f37100d8521a;4e1d7e12-7b1e-4e0e-8516-18bfb7ece7ae
c953f712-05c6-4e75-828e-7dd759dd0618;2026-09-21T11:17:45;sous main-d’œuvre étant donné que;c108b4db-d8ba-4d29-bf06-5e7930ddf944;c455b998-e54f-4c44-b2b9-33ca4b467aa6;e9809a47-52e4-429a-9396-4d5a436c6e60;c4384f45-e011-45bb-b0ab-b6da4e6c1718
10b3621b-c54d-4afb-8469-83a85220f40b;2026-09-22T03:23:18;sitôt que en faveur de après;025296bb-b987-43dc-9bf4-a169849b4008;6ea3b33b-648c-4eb4-b9bd-f10b31de9027;cb2c1f79-9a1e-4353-b82b-18ef777c17bc;52153d75-1059-4040-a4f8-aaa64cca7cdb
9ba1d688-e0d1-44ed-bdc7-7cb1c6ea02f3;2026-09-22T07:39:11;vaste à condition que;e581f329-bea6-4aac-9c64-afd12ea2327d;8d566293-f3a1-40c1-a3c5-7542c4f083ec;1e05bc57-9539-4d8f-bbaa-4d9fecec9b4c;3953d789-9fc6-4f87-9c34-621b17dca716
a341b1b1-ef1f-42d6-99b0-9d980e154138;2026-09-21T11:18:10;aussitôt que sous;4a957899-dde9-49b6-baa5-5fc559dcfa7f;115f5b61-ff6f-4590-af39-ce22d8ba4540;5b5de83d-f294-4097-9a68-3810c740b29f;af141174-04fb-42c0-a878-18ef4aa422da
9a250185-2d79-40d7-8c49-068fa0f91a98;2026-09-21T19:20:50;au-dessus;3777e12b-1200-4daf-ac21-a61790537d02;ec41a651-ec34-42de-9a1a-c24a731cbe16;968d4936-824b-42b1-8956-2bea80b3c0f1;922863af-b47a-48f1-ab07-4fd33ddbbf67
